comment,rank
변함 없이 항상 맛있어요,"
맛
★
5
양
★
5
배달
★
5
"
잘먹었습니다 맛있었어요 ㅎㅎㅎ,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었어요! 간장양념에 짜지도 않고 맛있네요!,"
맛
★
5
양
★
5
배달
★
5
"
역시 후참잘♡♡♡ 체고오오,"
맛
★
5
양
★
5
배달
★
5
"
"처음 리뷰사진보고 시켰는데 반반  따로담아주던데 한곳에 담아주시고
처음이라 그러셨는지..
양도너무적고 배달만 빠르고 친절했습니다.","
맛
★
2
양
★
1
배달
★
5
"
신메뉴 맛이 좋네요,"
맛
★
5
양
★
5
배달
★
5
"
배달빠르고맛잇어요,"
맛
★
5
양
★
5
배달
★
5
"
치킨살이 부드럽고 맛있네요,"
맛
★
5
양
★
5
배달
★
5
"
"닭다리가 안익은것 같네요 ㅠㅠ
평소 가장 좋아하는 치킨집이고, 맛도 있어서 계속 시켜먹었는데.. 요기요로는 다시는 안 먹을 것 같네요.. 배달도 넘 느리고요 평소보다...","
맛
★
4
양
★
5
배달
★
4
"
겁나 맛있고 친절하고 빠르고 최고임^^,"
맛
★
5
양
★
5
배달
★
5
"
치킨은 역시 후참!,"
맛
★
5
양
★
5
배달
★
5
"
배달 빠르고 맛도 좋고 후라이드 잘 주문해서 먹고 있어요,"
맛
★
5
양
★
5
배달
★
5
"
넘맛있네요 ㅎㅎ 소스필수!,"
맛
★
5
양
★
5
배달
★
5
"
맛있습니다 또시킬게요,"
맛
★
5
양
★
5
배달
★
5
"
"후라이드만 먹고 싶을때 딱 시켜먹어요 
약간 매콤하고 특유의 껍질도 맛있고
잘먹었습니다","
맛
★
5
양
★
5
배달
★
5
"
"사장님 맛 있게 잘 먹었습니다.
그런데 저번에 주문 할때도 빵가루 덜 익어서 왔는데 이번에도 그렇네요.. 
빠르게 배달도 중요하지만 음식 제대로 만드는게 더 중요하다고 생각해요 ㅜㅜ 
다음에는 맛있게 부탁드려요","
맛
★
5
양
★
5
배달
★
5
"
맛있어요 맛맀어요 맛있어요,"
맛
★
5
양
★
5
배달
★
5
"
역시 꿀맛입니다 ㅎㅎ,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
닭이 엄청 커요 굿굿,"
맛
★
5
양
★
5
배달
★
5
"
하리보 감사합니다 잘먹었습니다 맛있었어요,"
맛
★
5
양
★
5
배달
★
3
"
양이적어요  양이요 그렇게적진않아요,"
맛
★
5
양
★
3
배달
★
5
"
맛있게 먹었습니다~,"
맛
★
5
양
★
5
배달
★
5
"
"맛있어요
배달은 쿠핑이 빠름","
맛
★
5
양
★
5
배달
★
1
"
"기름이 진짜 깨끗한가봐요
치킨색도 좋고 너무 맛있었어요!","
맛
★
5
양
★
4
배달
★
5
"
"순살시켰는데 생각보다 진짜 부드럽고 맛있었네요!! 
후라이드는 바삭하고 양념은 적당히 달달한맛입니다
정말 잘먹었습니다🙇‍♂️","
맛
★
5
양
★
5
배달
★
4
"
"후라이드 진짜 잘함
디진다소스 진짜 맛있어요
콜라 500ml 서비스도 좋아요 추천합니다 ^^","
맛
★
5
양
★
5
배달
★
5
"
맛있어요 배달도 빨라요,"
맛
★
5
양
★
5
배달
★
5
"
살도 촉촉하고 허니버터가루도 듬뿍 뿌려서 맛있었어요 감사합니다,"
맛
★
5
양
★
5
배달
★
5
"
잘먹겠습니다. 감사합니다.,"
맛
★
5
양
★
5
배달
★
5
"
맛있어용 잘먹었어요,"
맛
★
5
양
★
5
배달
★
5
"
"밤늦게시켜도 배달 넘오래기다리고
느끼햇어요","
맛
★
3
양
★
3
배달
★
1
"
"주변치킨집 압살하는 후참잘  ㅠㅠㅠ
소스도 다양하게 주시고
닭도 넘 맛나오ㅜㅠ 세상 바삭 고소ㅠㅠ 
여기만 시켜요 진짜","
맛
★
5
양
★
5
배달
★
5
"
바삭하고 뜨겁게 배달되서 맛있게 잘먹었어요,"
맛
★
5
양
★
5
배달
★
5
"
"사진을 못 찍었지만 정말 맛있었어요
후참집을 원래 좋아해서~한강에서도 먹고싶어 여기서는 처음 시켰는데 맛에 비하면 평점이 낮은거 같아요
다만, 배달존 5분거리 근처에 있어 ~도착시간보다 더 빨리 올수도 더 늦게 올지도 몰라, 10분 남았을때 배달존 가려고 했는데 22분뒤 도착이라 뜰 때 도착했다고
연락 오셔서 너무 불편했어요
기다리실까봐 뛰는와중에도 또 재촉 전화하시고
배달 예상시간과 가까웠다면 모를까 도착 예상 시간보다 22분보다 더 빨랐다면 미리 연락을 주셨음 했네요","
맛
★
5
양
★
5
배달
★
3
"
"너무 맛있게 잘 먹었습니다^^ 배달도 예상시간보다 빨리 왔고, 제가 실수로 별 생각없이 쓴 요청사항도 친절하게 안내해주셔서 감사합니다.

다른곳(?)을 통해 더 자주 이용할께요^^","
맛
★
5
양
★
5
배달
★
5
"
"교촌 다음으로 좋아하는 후참잘. 후라이드가 너무 맛있어요. 양념은 비비큐랑 비슷해요. 양념도 맛있어요. 
후참잘 후라이드는 10년 전 부어치킨 후라이드 맛이에요. 추억의 맛. 반반 시키면 상자 2개에 따로 와서 좋아요. 잘먹었습니다. 빠른 배달 감사합니다.","
맛
★
5
양
★
5
배달
★
5
"
매우 늦게 와서 비몽사몽한 상태로 먹었네여,"
맛
★
4
양
★
4
배달
★
2
"
잘먹었습니다 후참잘 화이팅,"
맛
★
5
양
★
5
배달
★
5
"
"맛있었고
일반후라이드를시켰는데
매운맛인듯 아닌듯
잘먹었습니다","
맛
★
4
양
★
3
배달
★
2
"
좋은 가격에 맛있는 치킨 잘 먹었습니다!! 담에 또 시킬게요 🙂,"
맛
★
5
양
★
5
배달
★
5
"
"혼자 먹기 좋네요~
하리보도 잘 먹었습니다 ^^","
맛
★
5
양
★
5
배달
★
5
"
"#식후감

뭐가 굉장히 많아요ㅎㅎ 후라이드만 주문했는데 양념으로 먹는거나 마찬가지 인듯 뭘 많이 주셨어요.
개인적으로는 치킨 살코기 다 뜯어서 밥이랑 비벼 먹는걸 좋아하는데 굉장히 맛있게 먹었습니다. 조각도 커서 그런지 살 엄청 많네요","
맛
★
5
양
★
5
배달
★
5
"
정말 맛있게 먹었어요..,"
맛
★
5
양
★
5
배달
★
5
"
처음시켰는데 너무 멋있게 잘먹고 있습니다. 다음에 또 여기서 시켜야겠어요 ㅎㅎㅎ,"
맛
★
5
양
★
5
배달
★
5
"
항상 맛잇게 잘 먹고 있어요ㅜ또 시킬게요^^,"
맛
★
4
양
★
5
배달
★
4
"
잘먹었습니더 맛있슺니더,"
맛
★
5
양
★
5
배달
★
5
"
원래 빨리오시던데 복날이 내일이라 오늘은 주문이 많았나봐요 수고 많으십니당 🥰 항상 너무 맛있게 먹습니다 치즈볼도 맛있어용 :-),"
맛
★
5
양
★
5
배달
★
5
"
조금 느끼하긴 하지만 바삭바삭해서 맛있어요,"
맛
★
4
양
★
5
배달
★
4
"
후참잘 매운간장 첨먹어보는거같은뎅 은근 맛있어요 알싸하게 살짝맵고 짠게 좋았어요,"
맛
★
5
양
★
5
배달
★
5
"
빠른배달감사합니다~,"
맛
★
5
양
★
5
배달
★
5
"
후참잘 굳 맛있네요 잘먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
치킨의 기본은 역시 후라이드!,"
맛
★
5
양
★
5
배달
★
5
"
여전히ㅜ너무 맛있어요! 서비스가 최고입니다,"
맛
★
5
양
★
5
배달
★
5
"
"코로나시국인데도 신속한배달과 깔끔한포장덕분에 더 맛있게먹었습니다~^^
처음먹어본 이집치킨♡♡강츄드립니다!!","
맛
★
5
양
★
5
배달
★
5
"
"배달 늦게와, 치킨 흐느적거려, 다식어서 밀가루 덩어리 먹는줄암 (여러군데 동시 배달 하는듯). 요청사항은 1도 안지키고, 무엇보다 배달후 문자 달라는 내용 붉은펜으로 강조되있는데도 벨 눌러서 다른사람 잠 깨게 만듬. 후참 자주 시켜먹었는데 그냥 앞으로 영등포점은 믿고 거름. 딴지점에서 시켜먹어야 할듯. 주문 하시려는분들 참고하세요","
맛
★
1
양
★
1
배달
★
1
"
맛있어요 엄청 많이 있습니다,"
맛
★
5
양
★
5
배달
★
5
"
옛날 양념 치킨 맛 그대로,"
맛
★
5
양
★
4
배달
★
5
"
"맛있게.먹을게요
후참잘이 제일이네요","
맛
★
5
양
★
5
배달
★
5
"
가격도 저렴하고 깔끔하게 맛있고 추천합니당 ㅎㅎ,"
맛
★
5
양
★
4
배달
★
5
"
소금을 많이 달라고 했는데 딸랑 두개만 주셨네요..치킨 두개를 시켰는데 이게 최선인가요?,"
맛
★
4
양
★
5
배달
★
5
"
양도많고 맛있어요 굳,"
맛
★
5
양
★
5
배달
★
5
"
"죄송스럽게도 사정이 있어 배달 시간을 
예약했는데 신경써서 맞추어 주셔서
감사합니다. 맛있게 잘 먹었습니다.","
맛
★
5
양
★
5
배달
★
5
"
맛있습니다 ~~~^^,"
맛
★
5
양
★
5
배달
★
5
"
처음먹어봤는데 맛있네요,"
맛
★
5
양
★
5
배달
★
5
"
따듯하고 포장도좋아요 맛있게 잘먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
언제나 도착하는지 빠르고 맛있다.내가 가지러 가는 것을 늦어도 기다려 주셔서 감가합니다.,"
맛
★
5
양
★
5
배달
★
5
"
처음 먹어봤는데 맛있어요 특히 후라이드!!!!,"
맛
★
5
양
★
5
배달
★
0
"
배달도빠르고 맛있어요,"
맛
★
5
양
★
5
배달
★
5
"
우리 동네에서도 항상 후참잘만 시켜먹는데 한강에서 먹었는데 역시 맛있습니다,"
맛
★
5
양
★
5
배달
★
5
"
"퍽퍽살이 없어서좋고 기름이 깨끗한가 늦에시켜도 갓튀긴것처럼 맛있습니다
앞으로 단골할래요","
맛
★
5
양
★
5
배달
★
5
"
역시 이 동네에서 후라이드 퀄리티는 이 집이 최고네요,"
맛
★
5
양
★
5
배달
★
5
"
깔꼼하고 바삭하니 맛나요~,"
맛
★
5
양
★
5
배달
★
5
"
치킨이 엄청 빠삭하고 요청사항도 잘 들어주시고 좋아요~,"
맛
★
5
양
★
5
배달
★
5
"
"순살 후라이드 맛 영 아니었어요‥
개선의 여지가 많습니다.","
맛
★
1
양
★
3
배달
★
3
"
"옛날치킨맛. 동키치킨,이런 옛날 꼬소한 맛이나는 시정치킨같아요. 추억이 모락모락......집근처에 시장도 없어서 먹어본적도 없었는데 추억에 잠기는맛.","
맛
★
5
양
★
5
배달
★
5
"
후참잘 순살 처음먹오보는데맛있네요,"
맛
★
5
양
★
5
배달
★
5
"
도저히 맛에 비해 사진 실력이 형편 없어서 피해 끼칠까봐 글로만 씁니다. 뭐 사실 말이 필요 있겠습니까 후참 맛있는 거 모르는 사람도 없을테고. 근데 경기도 다른 지점에서 먹은 것도 맛있었는데 영등포점은 더 맛있네요 늦었지만 잘 먹었습니다 ^^..,"
맛
★
5
양
★
5
배달
★
5
"
맛있어용 감튀도 넘 맛있어용 배달해주신 분도 문 열 수 있게 잘 두고 가주셨어요,"
맛
★
5
양
★
5
배달
★
5
"
맛있고 배달도 빨랐어오!!,"
맛
★
5
양
★
5
배달
★
5
"
엄청 빨리 왔어요. 맛있게 먹었습니다.,"
맛
★
5
양
★
5
배달
★
5
"
맛있어용 한강 원핏,"
맛
★
5
양
★
5
배달
★
5
"
"60분 걸린댔는데 20분 안되서 도착하고 넘나 좋았어요ㅎㅎ
저희집이 배달 잘 안시켜먹는데 치킨 먹고 싶을 땐 꼭 요기서 시킵니당 ㅎㅎ 여타 치킨집보다 양은 뭔가 살짝 적은 듯 하지만... (?) 맛있어서 애용합니다 사장님 번창하세영💜","
맛
★
5
양
★
4
배달
★
5
"
후라이드는 후참잘이 젤 맛있는거같아용 요청사항도 잘 체크해주시고 맛있고 좋아용,"
맛
★
5
양
★
5
배달
★
5
"
"맛,양,배달 만족합니다
1인1닭에 제격 ㅎ","
맛
★
5
양
★
5
배달
★
5
"
"반반 (뼈) 시키시는분들은 참조해주세요~ 나만 그런건 아니겠지요 ^^; 몸통은 치킨 조각이 나누어져있지 않네요

후라이드,양념 동일하게... 몸통은 통짜~ 입니다","
맛
★
5
양
★
4
배달
★
5
"
후라이드가 맛있습니다,"
맛
★
5
양
★
5
배달
★
5
"
후라이드 참 잘하네요,"
맛
★
5
양
★
5
배달
★
5
"
노멀해요!!!아이들이 먹기에 좋은것 같어요@,"
맛
★
2
양
★
4
배달
★
5
"
"배달이 빨리 와서 다 먹고 사진 올려요~
매운간장 너무 맛있어요~~~","
맛
★
5
양
★
5
배달
★
5
"
"닭 튀기실때 신경쓰셔야할거 같습니다.

안익었습니다. 기름도 오래된거 쓰는지 닭에서 쩐내도 좀 나고","
맛
★
1
양
★
2
배달
★
4
"
"예상시간이 50분이었는데 반도 안되서 오셔서 깜짝 놀랐어요 
양도 많고 맛도 좋네요
다음에 또 시킬께요","
맛
★
5
양
★
5
배달
★
5
"
"맛잇게 잘먹엇습니다
후라이드는 정말 맛잇네요!
아쉬운게 있다면 크기... 조각 하나하나가 너무 커요 ㅠ 안에 잘 익엇을까 걱정될 정도... 조금만 작게 튀기면 좋을거 같아요
번성하세여~","
맛
★
5
양
★
5
배달
★
5
"
맛있어요 매번 시켜먹는 곳입니다 번창하세요,"
맛
★
4
양
★
3
배달
★
4
"
월요일은 언제나 후참,"
맛
★
5
양
★
5
배달
★
5
"
후라이드는 후참~~~~!,"
맛
★
5
양
★
5
배달
★
5
"
"역시 후라이드는 후참잘!
배달도 엄청 빠르게 오고 맛있어요 감사합니다","
맛
★
5
양
★
5
배달
★
5
"
비비큐나 교촌 주로이용하고 여기는 첨이용해봄~마른오징어좋아하면 입맛에 맞을듯 뻣뻣질긴부분이 있어서 아이가 뼌줄알고  뱉어냄ㅠ호치킨이랑 양과 맛이비슷함~서비스좋고 중년의 배달기사분 우러나오는 친절함~,"
맛
★
4
양
★
2
배달
★
5
"
혼자먹기좋네여 너무많지도적지도않아서,"
맛
★
5
양
★
5
배달
★
4
"
맛있게 잘 먹었어요,"
맛
★
5
양
★
5
배달
★
0
"
처음으로 먹어봣어요 맛있어요,"
맛
★
5
양
★
5
배달
★
5
"
맛있ㄱ ㅔ 잘 묵었 심더 굳,"
맛
★
5
양
★
5
배달
★
5
"
"맛있게 잘먹었어요
양은 좀 적은편이네영","
맛
★
5
양
★
5
배달
★
5
"
배달도 빠르고 맛있게 잘 먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
후라이드 정말 맛있네요|,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 먹었습니다~~,"
맛
★
5
양
★
5
배달
★
5
"
맛잇어요! 시간 한참 지나서 먹어도 맛잇네요,"
맛
★
5
양
★
5
배달
★
5
"
후트라이잘하네요 후라이드,"
맛
★
5
양
★
4
배달
★
4
"
친구가 추천해서 시켯는데 맛잇음...,"
맛
★
5
양
★
5
배달
★
5
"
배달 엄청 늦게 와서 다 식은 체로 먹었네요. 그래도 맛은 있었습니다,"
맛
★
5
양
★
4
배달
★
2
"
양도 괜찮고 맛있어요,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었어요~~,"
맛
★
4
양
★
4
배달
★
4
"
후라이드 진짜 맛있어요!!,"
맛
★
5
양
★
4
배달
★
5
"
"가격, 맛, 모두 만족합니다.","
맛
★
5
양
★
4
배달
★
5
"
마시서요 ㆍ잘억엇어요,"
맛
★
5
양
★
5
배달
★
5
"
항상 맛있게 먹고 있어요,"
맛
★
5
양
★
5
배달
★
5
"
가성비괜찮은듯빈티지함,"
맛
★
5
양
★
5
배달
★
5
"
"따뜻하게 잘 먹었습니다
배달도 빠르고 맛있었어용
소스 주는 지 모르고 하나 더 시켜서 넉넉히 먹었습니당🙋🏻‍♀️","
맛
★
5
양
★
5
배달
★
5
"
배송도 빠르고 맛도 그런대로 괜찬았습니다.,"
맛
★
4
양
★
4
배달
★
5
"
제가 콜라를 안먹어서 혹시 콜라 대신 무 더주실 수 있냐고 요청했더니 들어주셨어요! 원래는 몇개인지 모르겠는데 무 작은 거 3통을 주셨더라고요 감사합니다 ㅎㅎ 치킨도 바삭하고 괜찮았어요 그런데 몇개는 염지가 덜 된 것 같아서 아쉬웠네요ㅠ,"
맛
★
4
양
★
5
배달
★
5
"
가성비훌륭해요구우웃,"
맛
★
5
양
★
5
배달
★
5
"
후라이드와 양념치킨 모두 맛있게 잘 먹었습니다.,"
맛
★
5
양
★
5
배달
★
5
"
"너무 맛있음......ㅠㅠㅠ
살이 엄청 촉촉해요ㅠㅠㅠ
이가격에 양도 나쁘지않아유","
맛
★
5
양
★
4
배달
★
5
"
맛있게 잘 먹었습니다.,"
맛
★
5
양
★
4
배달
★
5
"
맛도 좋고 배달도 빨랐습니다!,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었어용,"
맛
★
5
양
★
5
배달
★
5
"
"야들야들 맛있어요 누린내도 안 나고 살짝 매콤해서 좋아요 
완전 크리스피 질감의 튀김은 아닌데 그래도 바삭하고 맛있게 먹었습니다","
맛
★
5
양
★
5
배달
★
5
"
두번째 먹는 건데 더 고소한 것 같아요 후라이드 진짜 참 잘하시네요,"
맛
★
5
양
★
5
배달
★
5
"
"처음 시켜먹었는데 넘 맛있었어요 
머스타드소스도 주셔서 더더욱 맛있게 먹었어요 ㅎㅎ 
닭은 쪼꼬미이지만 혼자서 먹기에 딱!이엿어요 
담에도 시켜먹을 예정입니다 ㅎㅎ 번창하세요","
맛
★
5
양
★
5
배달
★
5
"
배달이 좀 느렸지만 잘먹었어요~,"
맛
★
4
양
★
4
배달
★
4
"
믿고먹는 후참잘 맛있어요,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘먹었습니다,"
맛
★
4
양
★
5
배달
★
4
"
맛있게 잘먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
양은적지만 맛은있습니다,"
맛
★
5
양
★
3
배달
★
5
"
오랜만에 먹었는데 여전히 맛있네요! 잘 먹었습니다~,"
맛
★
5
양
★
5
배달
★
5
"
맛 양 모두 양호해요. 근데 하리보 한봉지...ㅋㅋ 귀여웟어여,"
맛
★
5
양
★
5
배달
★
5
"
"맛도  가격도 만점!!
양만 많음  퍼펙트!!
맛나게 잘 먹었네요^^","
맛
★
5
양
★
4
배달
★
5
"
"반반 시켜서 먹었습니다
오늘따라 후라이드가 진짜 맛있게 느껴지더라고요
맛있게 잘 먹었어요😀","
맛
★
5
양
★
5
배달
★
5
"
배달은 진짜 빨랐어요!! 닭이 작은건지 양이좀 적어진 기분 ㅠ 글고 요기요 후참잘은 리뷰이밴트가 없었네요 착각했어욬,"
맛
★
5
양
★
4
배달
★
5
"
닭이작이요 1인용이에요,"
맛
★
5
양
★
4
배달
★
5
"
맛있게 잘 먹었어요~~~!!,"
맛
★
5
양
★
5
배달
★
5
"
역시 후참잘  후라이드~~,"
맛
★
4
양
★
4
배달
★
4
"
항상좋아하고 시켜먹는곳인데 탄것은 대체멀까요 검수안하고 보내시나요,"
맛
★
5
양
★
5
배달
★
5
"
"튀김옷이 넘 두꺼운듯..
넘 친절하고 다 좋으신데 
본사제품문제인듯요","
맛
★
3
양
★
5
배달
★
5
"
9:05에 주문해서 10:10에 받았습니다 ㅠ,"
맛
★
3
양
★
3
배달
★
2
"
예전에여기치킨진짜맛있었는데..어느순간부터배달넘늦고 늦는걸떠나서 여기저기배달들리셧는지 치킨박스랑내용물이 음료수 물나온것때문인지 다젖어있고 눅눅한후라이드에 뻑뻑한살만...2마리시키려다1마리만시켯는데 그나마잘햇다는생각이드네요....오랜만에시켯는데..이제진짜안시킬것같아요,"
맛
★
2
양
★
5
배달
★
1
"
배달도 빠르고 맛있게 잘먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
맛있음  월요일은 후참,"
맛
★
5
양
★
5
배달
★
5
"
맛있어요 양도 적당하니 가성비짱입니다^^,"
맛
★
5
양
★
5
배달
★
5
"
배달빠르도 양도많고 맛도있어요,"
맛
★
5
양
★
5
배달
★
5
"
맛잏게 잘 먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
그닥 별로네요 후라이드 양념다별로,"
맛
★
1
양
★
1
배달
★
1
"
배달도빠르고 맛있습니다.,"
맛
★
5
양
★
5
배달
★
5
"
"양 굿!
맛 굿!

단 간장치킨이 아주 조금 더 짜도 좋을것 같아요(개인생각)
:)","
맛
★
5
양
★
5
배달
★
5
"
후찬 순살은 첨인데 양도 딱좋고 맛도 딱좋아요,"
맛
★
5
양
★
5
배달
★
5
"
후라이드 작은 뼈 4조각만 들어있음. 바삭 식감은 없음. 앙념 맛있음.,"
맛
★
3
양
★
1
배달
★
4
"
"앱 결제했는데 (저는 집으로 가는 중)결제안했다고 배달하시는분이 부모님께 현금으로 받아가심.카드안된다고해서 5만원짜리 드렸는데 잔돈없다해서 부모님 당황해서 찾고 찾았다고 드렸다고하여 기분상함
매장으로 전화드림. 확인후 계좌로 바로 입금해주셨지만 
에피소드로 생각하시는 듯. 크게 죄송할일입니다.화를 내야만 큰일이 아니란걸 아시길~ 
치킨은 첫주문인데 맛있었습니다","
맛
★
4
양
★
4
배달
★
3
"
"후라이드참잘하는집인데 양념마저 오지게 맛있음 넘 맛있어서 반만 먹고 반은 내일 먹을려도 했는데...

뚜껑닫다가 -주의사항-을 읽어버림

어쩔 수 없이 다 먹었음요... 이 맛나는 치킨을 변질 시킬 수 없기에.  반만 먹을 사람은 주의사항을 읽지 말것","
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었습니다.,"
맛
★
5
양
★
5
배달
★
5
"
너무 맛있어서 다 먹어버렸습니다....,"
맛
★
5
양
★
5
배달
★
5
"
양념이 맛있고 듬뿍들어있어 더욱 맛있어요. 우리집은 지난번 부터 이집으로 고정했습니다. 너무 맛있고 푸짐해서요.,"
맛
★
5
양
★
5
배달
★
5
"
"도착하자 먹느라 정신없어서 사진을 못찍었내요 ㅠ
대신 서비스로 온 하리보 찍었어요 ㅎㅎ 맛있게 잘먹었습니다!","
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘먹었습니다,"
맛
★
5
양
★
4
배달
★
4
"
존맛이네요 양념소스 퍼먹었어요,"
맛
★
5
양
★
5
배달
★
5
"
치킨 너무 먹고 싶어서 퇴근길에 주문했더니 집 가니 도착해있더라고요 배달 빨랐습니다. 맛은 양념은 고춧가루 들어간 살짝 텁텁한 맛이었지만 잘 먹었고 간장은 그냥 그랬어요 .. 달달하고 짠 느낌의 간장 양념을 좋아하는데 그냥 간장에 버무린 듯한 양념이여서 엄청 맛있진 않았네요. 그래도 잘 먹었습니다.,"
맛
★
4
양
★
3
배달
★
5
"
맛있어요 엄청 많이 있습니다,"
맛
★
5
양
★
5
배달
★
5
"
후라이드 치킨 맛있네요,"
맛
★
4
양
★
4
배달
★
4
"
치킨 진짜부드럽네요 굿굿 정말 후라이드잘하는집,"
맛
★
5
양
★
5
배달
★
5
"
역시 후라이드는 후참!,"
맛
★
5
양
★
5
배달
★
5
"
맛있어요.  후라이드 진리네요,"
맛
★
5
양
★
4
배달
★
5
"
후라이드 대박이네요.. 지금까지 먹었던 후라이드 치킨 중에 Top 5 안에 들어갈 만한 엄청낫 맛 ㅋ 게다가 주문한지 20분만에... 앞으로 후라이드는 무조건 후라이드참잘하는집-영등포점 입니다!!,"
맛
★
5
양
★
5
배달
★
5
"
"여기는 후라이네요
간장치킨은 별루~
퍽퍽살만 잔뜩~
후라이드는 맛있어요~~","
맛
★
3
양
★
4
배달
★
5
"
친구가 후라이드 참잘하는집에 치즈? 치킨 맛잇다해서 시켯는데 진짜맛잇네요...잘먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
정말 맛있었습니다.,"
맛
★
5
양
★
5
배달
★
5
"
순살 가성비가 장난아님 ㅋㅋ,"
맛
★
5
양
★
5
배달
★
5
"
"치킨먹다 육즙을 느끼다니...
비XX 황금올XX보다 후라이드은 후참잘이에요","
맛
★
5
양
★
5
배달
★
5
"
"한마리반은 시킬수 없나요?~~
두마리는 많고~~
잘 먹었습니다^^","
맛
★
5
양
★
4
배달
★
5
"
"맛과양이 별로 없어요?
옛날 보다 맛과양이떨어지네요!","
맛
★
3
양
★
3
배달
★
5
"
맛있어요!! 두사람이 먹기 딱 좋은 양 같아요^^ 이번에는 달력까지 주셔서 너무 좋았습니다,"
맛
★
5
양
★
5
배달
★
5
"
후라이드의 진리입니다. 진짜 맛있는,"
맛
★
5
양
★
5
배달
★
5
"
후라이드 참 잘하는 집 인정! 자주 시켜먹는데 리뷰 남겨요. 앞으로도 자주 시켜멱을 예정! 항상 맛있는 치킨 감사합니다.,"
맛
★
5
양
★
5
배달
★
5
"
추참 후라이드 진리!,"
맛
★
5
양
★
5
배달
★
5
"
맛있어요------,"
맛
★
5
양
★
5
배달
★
5
"
후라이드가 제입맛에 맞아요 후참잘 닉값하네오,"
맛
★
4
양
★
5
배달
★
5
"
"친절하시고 맛도 좋습니다~~~
후라이드 치킨의 정석같아요 맛있게 잘 먹었습니다","
맛
★
5
양
★
5
배달
★
5
"
넘 배고파서 먹다가 중간에 찍었네요ㅋ 배송도 진짜 빠르고 깨끗한 기름에서 튀긴맛이라 넘 좋아요~~!! 자주 애용할게요~ 가성비 최고!!!,"
맛
★
5
양
★
5
배달
★
5
"
"후다닥 먹다보니 사진은 못찍었네요
양념도 맛있는데 후라이드가 진짜 맛있어요","
맛
★
5
양
★
5
배달
★
5
"
