comment,rank
영등포역 교촌 너무 맛이써용 ㅎㅎㅎㅎ 여기만 시켜요,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
짱짱~맛있어요~^^,"
맛
★
5
양
★
5
배달
★
5
"
늘 맛있게 잘 먹었습니다~~^^,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
역시 치킨은 교촌!! 그중에서도 레드콤보 넘 좋아해요♡ 맛있게 잘먹었어요^^ 리뷰이벤트로 주신 칩카사바도 바삭바삭하니 맛있어서 잘먹었습니다^^,"
맛
★
5
양
★
5
배달
★
5
"
역시 레드는 진리입니다!!,"
맛
★
5
양
★
5
배달
★
5
"
"신길역 근처 치킨집 다 상태가 메롱해서 고민하다 시켰는데 여기 레드콤보는 괜찮은거같아요
양도 꽤 많은느낌이고?
교촌먹을일 있으면 여기서 시킬듯","
맛
★
5
양
★
5
배달
★
5
"
배달도 빠르고 나쵸도 많네요! 잘 먹겠습니당,"
맛
★
5
양
★
5
배달
★
5
"
너무너무마싯어요 여기 약간 교촌치킨의 정석같어요,"
맛
★
5
양
★
5
배달
★
5
"
😄😄😄😄😄😄😄😄😄😄,"
맛
★
5
양
★
5
배달
★
5
"
"교촌허니는 항상 맛있죠
칩카사바도 맛있었어요!!","
맛
★
5
양
★
5
배달
★
5
"
"배달은 늦었지만 ㅠㅠ
너~무 따뜻하고 맛있게 잘먹었습니다👍🏻","
맛
★
5
양
★
5
배달
★
3
"
맛있게 잘먹었어요!! 예상보다 배달도 훨씬 빨리오고 바삭바삭하니 역시 맛있었습니다 ☺️👍,"
맛
★
5
양
★
5
배달
★
5
"
"맛이 있습니다.역시 다시 찾네요~~



#식후감  #이달의 퀴즈 정답","
맛
★
4
양
★
4
배달
★
4
"
최고에요 감사합니다,"
맛
★
5
양
★
5
배달
★
5
"
감사합니다! 잘먹었습니다 ~!,"
맛
★
5
양
★
5
배달
★
5
"
맛나요!! 항상!! ~~~~~,"
맛
★
5
양
★
5
배달
★
5
"
치킨은 교촌입니다 맛있어요,"
맛
★
5
양
★
5
배달
★
5
"
말해 뭐해 치킨중탑 맛 가격 둘다 탑급이지만 맛은보장,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 먹었네요..,"
맛
★
5
양
★
5
배달
★
5
"
"배송 금방왔어요
새해 복 많이 받으세요","
맛
★
5
양
★
5
배달
★
5
"
"생각보다 양이 많아서 놀랐습니다ㅋㅋㅋ
맛있게 잘 먹었습니다","
맛
★
5
양
★
5
배달
★
5
"
아주아주 마싯엇어룡ㄹㅎ,"
맛
★
4
양
★
4
배달
★
3
"
남푠이 좋아하는 교촌 가격이 비싸져도 어쩔수 없는 맛 …,"
맛
★
5
양
★
5
배달
★
5
"
교촌 간장치킨 너무 맛있오요,"
맛
★
5
양
★
5
배달
★
5
"
너무 맛있습니다 추운 날에 배달 고생하십니다,"
맛
★
5
양
★
5
배달
★
5
"
"맛있게 먹었습니다 역시 허니콤보,,","
맛
★
5
양
★
5
배달
★
5
"
너무 맛있어요ㅠㅠ 리뷰 이벤트 카사바칩 존맛탱,"
맛
★
5
양
★
5
배달
★
5
"
교촌콤보는 늘 맛있죠,"
맛
★
5
양
★
5
배달
★
5
"
!!!!!!!!!!,"
맛
★
5
양
★
5
배달
★
5
"
배달이 많이 늦긴했지만 맛있게 먹었습니다,"
맛
★
3
양
★
4
배달
★
3
"
레드콤보 정말 맛있습니다. 요청사항도 빠짐없이 잘 챙겨주시고 만족합니다.,"
맛
★
5
양
★
5
배달
★
5
"
가족들이랑 맛있게 먹었어요,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘먹었습니다 배달도 빠르시네요,"
맛
★
4
양
★
5
배달
★
4
"
맛있었어요. 리뷰로 주신 레드소스도 잘 받았습니다,"
맛
★
5
양
★
5
배달
★
5
"
"맛있게 먹고 있어요 감사합니당
배달 해주시는 분 문자 감사드려요👍","
맛
★
5
양
★
5
배달
★
5
"
치킨 잘먹엇습니다~~~,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
"날씨 때문인지 모르겠으나 
치킨이 따뜻하지 않은 상태로 배달된 후 먹어서 그런지 ..아쉬움이 남는 맛이었습니다!! 배달이 오래 걸렸어요 흑","
맛
★
5
양
★
5
배달
★
5
"
"배달 13붐 빨이왓어요
리뷰이벤트로 온 나쵸 맛있어요 
치킨도 굿","
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었습니다!!!,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었습니다!!,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었습니다.,"
맛
★
5
양
★
5
배달
★
5
"
"역시 튀김옷 바삭바삭 너무 맛있어요 치킨 살도 깨끗하게 잘 튀겨진 느낌 맛있습니다 퐁듀치즈볼 말랑해서 치즈 한가득 나오는 게 치킨 먹는 중간중간 집어먹으니 맛 배합 좋아가지고 평소 먹는 양보다 더 들어갔습니다
프랜차이즈는 지점마다 차이가 큰 편인데 여기는 제가 기대한 교촌치킨 맛이어서 좋습니다 오늘도 만족스럽게 잘 먹었습니다","
맛
★
5
양
★
5
배달
★
5
"
양도 많고 최고입니다 !!,"
맛
★
5
양
★
5
배달
★
5
"
맛있어요 역시 레드윙이네요~~,"
맛
★
5
양
★
5
배달
★
5
"
맛이 매우 좋습니다,"
맛
★
5
양
★
5
배달
★
5
"
분명 레드콤보시켰는데 발사믹이랑 비슷한맛이나던데;;;,"
맛
★
5
양
★
5
배달
★
5
"
맛잇어요 배달도 빨라요,"
맛
★
5
양
★
5
배달
★
5
"
배달도 빠르고 맛있어요,"
맛
★
5
양
★
5
배달
★
5
"
언제나 주문해서 먹는 허니오리지널입니다. 기름기도 많이 없고 너무 맛있어요,"
맛
★
5
양
★
5
배달
★
5
"
보통 치킨무 빼달라고하면 그냥 치킨무만 빼서 보내주시는데 여긴 콜라를 두개를 넣어주셨음 ㅠㅠ 이런 치킨집은 처음임… 이런거 하나 때문에라도 사장님의 진심이 느껴져서 여기서만 시켜먹게됨,"
맛
★
5
양
★
5
배달
★
5
"
"맛있게 먹었습니다
역시 허니에 레드소스추가 최고","
맛
★
5
양
★
5
배달
★
5
"
교촌 레드는 뭐~ 진리죠 ㅎ,"
맛
★
5
양
★
5
배달
★
5
"
맛있게잘먹었습니다~!,"
맛
★
5
양
★
5
배달
★
5
"
배달도 빨랐고 맛도 굿입니다~,"
맛
★
5
양
★
5
배달
★
5
"
굿굿~ 역시 교촌 좋아용,"
맛
★
5
양
★
5
배달
★
5
"
"최고에요!!!
맛있어요^^","
맛
★
5
양
★
5
배달
★
5
"
"맛나게 잘먹었어요
근데 허니콤보가 더 맛나요","
맛
★
4
양
★
4
배달
★
5
"
겁나짱짱맛있어요 !!,"
맛
★
5
양
★
5
배달
★
5
"
후기가 늦었네요ㅜㅜ 맛있었어요!!,"
맛
★
5
양
★
5
배달
★
5
"
가격 양 맛 배달 등 종합적으로 고려했을 때 적당합니다,"
맛
★
4
양
★
5
배달
★
5
"
맛나게 잘 묵었습니다~,"
맛
★
5
양
★
5
배달
★
5
"
치킨이 너무 바삭하지도 않고 적당하게 잘 튀겨졌어요 항상 그랬듯이 맛있게 잘 먹었습니다!,"
맛
★
5
양
★
5
배달
★
5
"
배달이 빠르고 교촌 맛있네요,"
맛
★
5
양
★
5
배달
★
5
"
맛은 늘 훌륭하지만 시간이 흐름에 따라 양이 줄어드는게 체감되어서 슬프네요 ㅜ,"
맛
★
5
양
★
4
배달
★
5
"
맛있게 잘 먹었습니다 ! ^^,"
맛
★
5
양
★
5
배달
★
5
"
이번에는 조금 기름에 쩐 느낌이 있었어요 이전에 진짜 맛있었는데 ㅠㅠ 그래도 잘 먹었어요,"
맛
★
4
양
★
5
배달
★
5
"
존맛탱 다먹었슴 다음날까지,"
맛
★
5
양
★
5
배달
★
5
"
항상 맛있게 잘먹고있어요,"
맛
★
5
양
★
5
배달
★
5
"
맛있어요. 배달비가 비싸요,"
맛
★
5
양
★
5
배달
★
3
"
쫌식었지만..  항상 그맛이라좋네요,"
맛
★
5
양
★
4
배달
★
5
"
배달도 잘왔고 맛있어요,"
맛
★
5
양
★
5
배달
★
4
"
"허니순살이랑 웨지감자 맛있어요
재주문 할게요","
맛
★
5
양
★
5
배달
★
5
"
너무 맛있어요! 또시켜먹을게요!,"
맛
★
5
양
★
5
배달
★
5
"
맛있었어요 매콤짭잘 바삭해서 좋았어요 좀더바삭하면좋겠어요,"
맛
★
5
양
★
3
배달
★
3
"
맛있게 잘 먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
엄청 빨리오고 맛있어요~~~~,"
맛
★
5
양
★
5
배달
★
5
"
양도 많고 바삭해서 맛있어요 요청사항 안보신건 좀 그렇지만 괜찮습니다^^,"
맛
★
5
양
★
5
배달
★
5
"
맛있어요. 가격이  오른게 아쉽지만,"
맛
★
5
양
★
5
배달
★
5
"
남편이 좋아하는 교촌  언제나 냠냠 맛니잖아용,"
맛
★
5
양
★
5
배달
★
5
"
믿고 먹는 교촌이지요,"
맛
★
5
양
★
5
배달
★
5
"
교촌이 교촌했네요 너무맛남 ㅜㅜ,"
맛
★
5
양
★
5
배달
★
5
"
배달이 아주 빠르고 양도 많고 맛있네요 역시 허니콤보가 최고예요,"
맛
★
5
양
★
5
배달
★
5
"
허니콤보는 항상 맛있어요! 레드디핑소스랑 먹으니 매콤하고 더 맛있네요.,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 먹었습니다.. 가격이 올라서… 슬프네요 많이,"
맛
★
5
양
★
5
배달
★
5
"
빠르고맛있어요 역시교촌,"
맛
★
5
양
★
5
배달
★
5
"
맛나게 잘 먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
맛있고 좋았어요   다리만 좋아하시는 분때문에 처음 교촌을 시켜봤는데  좋네요,"
맛
★
5
양
★
4
배달
★
5
"
"너무 맛있게 먹었어요 튀김옷이 살아있고 바삭하네요 
그리고 질리지 않는 맛이라 끝까지 먹었습니다","
맛
★
5
양
★
4
배달
★
5
"
맛있게 잘 먹었습니다.,"
맛
★
5
양
★
5
배달
★
5
"
교촌 항상 영등포역점 시켜먹어요 맛있습니당,"
맛
★
5
양
★
5
배달
★
5
"
영등포는 여기가 제일 맛있음,"
맛
★
5
양
★
5
배달
★
5
"
양도 많고 맛도 좋고 배달도 빨리 받아서 맛있게 먹었습니다.,"
맛
★
5
양
★
5
배달
★
5
"
배달해오면서 조금 식었네요 ㅠㅠ 그래도 맛있어요,"
맛
★
4
양
★
5
배달
★
5
"
"3명이 먹기 좀 작을거 같아 허니콤보 1마리에 레드콤보 반마리 주문했는데
허니콤보는 따뜻 바싹했는데 레드콤보는 만들어놓은거 렌지에 돌려보내셨나요?
튀김옷도 다르고 허니콤보는 속살이 따뜻했는데 레드콤보는 완전 속살이 차갑더라고요~ 이럴거면 콤보 한마리만 주문했는데 심지어 반마리가 더 비싸요~ 실망이네요","
맛
★
4
양
★
4
배달
★
5
"
맛있었어요! 조금 바삭했으면 더 좋았을 거 같아요!,"
맛
★
5
양
★
5
배달
★
5
"
먹고 다음날 설사함,"
맛
★
3
양
★
3
배달
★
5
"
"예상보다 빨리 왔습니다.
맥주도둑, 안주로 최고입니다.","
맛
★
5
양
★
5
배달
★
5
"
맛있어요~~~~~~,"
맛
★
5
양
★
5
배달
★
5
"
음식도 따듯하고 맛있었어요!! 배달도 빠르고 요청사항도 잘 들어주셨어요 근데 콤보가 좀 물렁했어요ㅠㅠ 원래 바삭한 맛에 먹는건데ㅠㅠㅠㅠㅠㅠ 어떤건 바삭하고 어떤건 물렁물렁하더라구요  ㅠㅠ아쉬웠어요,"
맛
★
5
양
★
5
배달
★
5
"
완전 바삭 촉촉 넘 맛있게 먹었습니당~ 양도 적당하고 맛집이네용!! 번창하세여~!!,"
맛
★
5
양
★
5
배달
★
5
"
"허니순살, 감자튀김 둘 다 맛있어요!!!","
맛
★
5
양
★
5
배달
★
5
"
너무 맛있어요 겉바속촉 좋아요,"
맛
★
5
양
★
5
배달
★
5
"
여기가 평점 제일 좋은 이유가 있네요 바삭하고 진짜 맛있어요,"
맛
★
5
양
★
4
배달
★
4
"
교촌은 말해 뭐해 짱입니다,"
맛
★
4
양
★
4
배달
★
3
"
너무 바삭바삭하고 맛있어요,"
맛
★
5
양
★
5
배달
★
5
"
치킨은 교촌이죠! 영등포점 항상애용합니당,"
맛
★
5
양
★
5
배달
★
5
"
"언제 먹어도 맛있네요 ㅎㅎ
자주 시켜먹을게요 감사합니다~!","
맛
★
5
양
★
5
배달
★
5
"
아주 맛있어요 빠른배송도 감사해요,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
잘튀겨졌네요 잘먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
"아니 배달을 왔으면 벨을 누르든가 전화를 하든가
문이라도 두드리던가 그냥 문앞에 두고 가면 제가 어찌압니까... 덕분에 식은 치킨 잘 먹습니다","
맛
★
1
양
★
1
배달
★
1
"
맛있어요 이 지점 자주시켜요,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었습니다!,"
맛
★
5
양
★
5
배달
★
5
"
"역시 맛있네요!!
잘 먹었습니다 ㅎㅎ","
맛
★
5
양
★
5
배달
★
5
"
잘 먹었습니다!! 맛있었어요!!,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
맛있어요 또 시켜먹을게요,"
맛
★
5
양
★
5
배달
★
5
"
배달해주시는 분이 친절하세요!!,"
맛
★
5
양
★
5
배달
★
5
"
레드순살 잘먹었습니다!!,"
맛
★
5
양
★
5
배달
★
5
"
"사이다를 시켰는데 콜라가 왔어요!!!!!
사이다를 시켰는데 콜라가 왔어요!!!!!!
사이다를 시켰는데 콜라가 왔어요!!!!!!!
사이다를 시켰는데 콜라가 왔어요!!!!!!!!","
맛
★
5
양
★
5
배달
★
5
"
웬만하면 아쉬운소리하러 리뷰 안다는데 튀김옷을 덜바른건지 튀기면서 뒤적이다 긁혀서 떨어진건지 가슴살부위가 온통 튀김옷이 빵꾸나서 직접 살이 기름에 튀겨져서 가뜩이나 퍽퍽한살이 며칠묵혀논거같은 질감이라 멀쩡한 다리 윙봉만 먹고 치웠습니다. 이제 배달비 합치면 2만원 기본으로 찍히는 메뉴인데 이래서 되겠습니까?,"
맛
★
2
양
★
4
배달
★
5
"
빠른 배송 감사합니다. 역시 치킨은 교촌이네요! 맛있게 잘 먹었습니다. 다음에 또 주문할께여. 감사합니다!,"
맛
★
5
양
★
5
배달
★
5
"
잘먹었습니다~~~!!!!,"
맛
★
5
양
★
5
배달
★
5
"
맛있어요. 감사합니다.,"
맛
★
5
양
★
4
배달
★
5
"
오랜만에 오리지널 시켰는데 역시 맛있어요!! 배달도 빨랐습니다~,"
맛
★
5
양
★
5
배달
★
5
"
오랜만에 시켰는데 역시 맛있습니다. 감사합니다!,"
맛
★
5
양
★
5
배달
★
5
"
좀 짰어요 ㅜㅜ 그래도 잘 먹었습니당,"
맛
★
5
양
★
5
배달
★
5
"
먹먹먹먹어어어어어슴,"
맛
★
5
양
★
5
배달
★
5
"
너무 맛있게 잘해주셔서 항상 잘 먹고 있어요 :),"
맛
★
5
양
★
5
배달
★
5
"
맛있어용  또시킬게요,"
맛
★
5
양
★
5
배달
★
5
"
"새벽에 잘 시켜먹었습니다
역시 허니순살","
맛
★
5
양
★
5
배달
★
5
"
"교촌 후라이드는 언제나 최고네요
번창하세요 사장님~!","
맛
★
5
양
★
5
배달
★
5
"
근래 먹은 교촌치킨 중에 제일 맛있었습니다!! 종종 시켜먹을게요 :),"
맛
★
5
양
★
5
배달
★
5
"
배달 예상시간보다 일찍 도착했구요 늘 그렇듯 맛있었습니다,"
맛
★
5
양
★
5
배달
★
5
"
"따뜻하게 잘왔어요 ^^
잘먹겠습니다~~","
맛
★
5
양
★
5
배달
★
5
"
"포장지 깔끔하고 맛은 뭐 말할게 있습니까
진짜 바삭바삭 잘 익혀져있고 소스 정말 구석구석 잘 발려서 엄청 맛있어요
여태 먹어본 교촌치킨 지점 중 베스트입니다
앞으로 자주 시켜먹을 것 같아요
잘 먹었습니다","
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었어요~!,"
맛
★
5
양
★
5
배달
★
5
"
배달도 빠르고 정말 맛있게 잘 먹었습니다~~!!,"
맛
★
5
양
★
5
배달
★
5
"
"순살교촌에 요새 빠져서 시켰써요 
배달도 역시 맛있써요 
다음에 또시킬께요~~","
맛
★
5
양
★
5
배달
★
5
"
잘 받고 잘 먹었습니다 감사합니다,"
맛
★
5
양
★
5
배달
★
5
"
아이들이랑 먹기에  달달한 허니콤보가 최고인것 같아요ㅎ,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었습니다.,"
맛
★
4
양
★
4
배달
★
4
"
영등포에서 제일 괜찮네요.. 다른 곳에서는 튀김이 정말 너무 딱딱해서 별로였는데 튀김 껍질이 적당하니 맛있게 잘 먹었어요 배달도 빨랐어요 ㅎㅎ,"
맛
★
5
양
★
5
배달
★
5
"
걍 너무너무 맛있었고 혼자서 앉은자리에서 다 먹었어요 ㅠㅠ,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
정말 맛있습니다. 사진은 배달오는 순간 다 먹어요 못찍었네요 ㅜㅜ,"
맛
★
5
양
★
5
배달
★
5
"
"갓 튀긴거 그대로 진짜 빨리 왔어요.
잘 먹었습니다.","
맛
★
5
양
★
5
배달
★
5
"
"맛있어요!! 날씨 안좋았는데 배달도 빨랐습니다!

또 시켜먹을게요:)","
맛
★
5
양
★
5
배달
★
5
"
계속 잘 시켜막겠습니다 ㅎ,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘먹었습니다 ㅎ,"
맛
★
5
양
★
5
배달
★
5
"
배달도 빠르고 맛있게 잘 먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
양도많고 맛있게 잘먹었습니다!,"
맛
★
5
양
★
5
배달
★
5
"
항상 맛있게 잘먹고있습니다!,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
허니콤보 오늘 유난히 더 맛있었어요,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
"언제먹어도 맛있는 허니치킨이예요 :)
맛있게 잘 먹었습니다!","
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘먹었습니다 :),"
맛
★
5
양
★
5
배달
★
5
"
"역시 엽떡에는 허콤!! 튀김옷 얇게 해달라고 요청드렸는데
요청사항 잘 들어주셔서 감사합니다❤️","
맛
★
5
양
★
5
배달
★
5
"
늘 맛있습니다. 잘먹었습니다.,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었습니다~,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 먹었습니다~~!!,"
맛
★
5
양
★
5
배달
★
5
"
역시 믿고 시키는 허니콤보  잘먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었는데 리뷰상품이 안왔네요 ㅠ,"
맛
★
5
양
★
5
배달
★
5
"
사진과 함께 솔직한 리뷰평점임,"
맛
★
3
양
★
3
배달
★
4
"
