comment,rank
"맛있게 잘 먹었습니다
감사합니다~
추운겨울 배달하시는 분들 조심하시고 번창하세요~^^","
맛
★
5
양
★
5
배달
★
5
"
맛 있 어 요,"
맛
★
5
양
★
5
배달
★
5
"
"고추바사삭 시켰는데 
고블링 마블링 소스 안오고
마그마소스가 왔어요
먹고 피똥쌌습니다","
맛
★
3
양
★
3
배달
★
3
"
잘 먹었습니다 또 주문할게요,"
맛
★
5
양
★
5
배달
★
5
"
"콜라 빼먹은거보내주셔서감사용
맛있어요!","
맛
★
5
양
★
5
배달
★
5
"
"내겐 너무 먼 그대
거리가 멀어서겠죠? 차갑고 딱딱한 이느낌
그럼에도 불구하고 맛잇긴해여 대왕 타르트느낌","
맛
★
4
양
★
4
배달
★
3
"
"맛있게잘먹었어요.
배송도 빠르구요.
번창하세요","
맛
★
5
양
★
5
배달
★
5
"
"콜라가안왔어요..
기사님 이 오다가사고나셨데서
다음에주신다고함","
맛
★
5
양
★
5
배달
★
5
"
맛은 괜찮은데 기름지긴 하네요,"
맛
★
4
양
★
4
배달
★
5
"
맛있게 잘 먹었습니다 ~~,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었습니다,"
맛
★
5
양
★
5
배달
★
0
"
맛있어요❤❤ 그리고 고맙습니다,"
맛
★
5
양
★
5
배달
★
0
"
배달이 너무 늦게 와서 치킨이 다 식었어요. 속상해요,"
맛
★
4
양
★
4
배달
★
3
"
배달 빠르고 오랜만에 먹었는디 맛있어요,"
맛
★
5
양
★
5
배달
★
5
"
50분가까이 배달 늦은거는 아쉽네요...,"
맛
★
5
양
★
5
배달
★
1
"
"처음 먹어보는 맛인데..
한번으로 끝내긴 아쉽네여~ㅎ","
맛
★
5
양
★
5
배달
★
5
"
"너무 맛있어서 오자마자 먹다보니 …

#식후감","
맛
★
5
양
★
5
배달
★
5
"
"맛있게 잘 먹었습니다
포장이 온도차 때문인지 축축해진거빼곤 정말 좋았어요","
맛
★
5
양
★
5
배달
★
5
"
오늘은 예상시간보다 20분이나 빨리옴,"
맛
★
5
양
★
5
배달
★
4
"
굽네 고추바사삭 역시 맛있고 오리지널 콤보도 만족스러웠어요! 다리랑 윙봉 아쉽지 않게 먹을 수 있어서 좋았어요ㅎㅎ 에그타르트 작고 귀여운데 따뜻하게 와서 맛있게 먹었네요 또 주문할게요 :),"
맛
★
5
양
★
5
배달
★
5
"
매콤하면서 버터맛! 맛있어요 맵찔이라서 감튀랑 에그타르트도 같이 주문했는데 에크타르트도 달달하니 맛있어서 치킨하고 잘 먹었어요,"
맛
★
5
양
★
5
배달
★
5
"
고추바사삭 너무 맛있어요,"
맛
★
5
양
★
5
배달
★
5
"
"예상했던 맛, 따뜻한 상태에서 잘 먹었습니다!
근데 추가로 시킨 피클은 누락되서 안왔어요 다음 주문때 요청사항 넣으면 챙겨주시나요? 적립금같은걸로 주시나요? 진짜 유독 피클땡겨서 추가로 담은건데 안넣어주시니 아쉬웠습니다ㅠㅠㅠ 확인 잘 좀 해주세요","
맛
★
5
양
★
5
배달
★
5
"
오늘은 왤케 짜게 느껴지는지 ㅜㅜ,"
맛
★
4
양
★
5
배달
★
5
"
"굽네치킨의 불금치킨은 너무 맛이 있으나
국물소스가 작았고
그리고 배달이 30분 더 오바되서 오긴했는데
애초에 가게에서부터 시간이 오바되어서 출발했네요 
배달이 너무너무 아쉬움","
맛
★
5
양
★
2
배달
★
1
"
순살 맛은 좋은데 양이 적어요,"
맛
★
5
양
★
5
배달
★
5
"
가족 모두 맛있게 잘 먹었습니다~ 다음에 또 주문드리겠습니다. 감사합니다!,"
맛
★
5
양
★
5
배달
★
5
"
맛잇게 잘 먹었습니다~^^,"
맛
★
5
양
★
4
배달
★
4
"
배달시간이 예정보다 늦게오고 날씨도 추워선지 치킨이 식어서 왔어요...,"
맛
★
4
양
★
4
배달
★
3
"
제 시간에 잘 받았습니다 ~,"
맛
★
5
양
★
5
배달
★
5
"
맛잇게 잘먹엇어용ㅇㅇ,"
맛
★
5
양
★
5
배달
★
5
"
맛잇게.잘먹엇어요ㅇㅇ,"
맛
★
5
양
★
5
배달
★
5
"
고추바사삭은 항상 옳다,"
맛
★
5
양
★
5
배달
★
5
"
바삭하고 너무 맛있어요,"
맛
★
5
양
★
5
배달
★
5
"
맛은 괜찮았지만  배달 시간이 쬐금 지나서 왔네요  그거빼고는 괜찮습니다,"
맛
★
5
양
★
5
배달
★
4
"
이제 굽네는 안시켜먹을꺼같네요,"
맛
★
1
양
★
1
배달
★
1
"
오랜만에 맛있게 잘 먹었습니다~,"
맛
★
5
양
★
5
배달
★
0
"
"맛은  정말 좋고  양은 역시  생각했던데로
그래도  만족했습니다","
맛
★
5
양
★
4
배달
★
5
"
이벤트로 잘 먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
"배달은 거의 2시간이 걸렸으나 할인 및 한파등을 고려하여 이해하겠습니다.
치킨은 맛있게 잘 먹었습니다.","
맛
★
5
양
★
5
배달
★
5
"
맛있어요,"
맛
★
5
양
★
5
배달
★
5
"
집 근처라 늘 위생적으로나 직원분들 등 최고입니다 신도림 굽네 추천해요~,"
맛
★
5
양
★
5
배달
★
5
"
쿠폰사용이 가능해서 그런지 배달이 밀렸었나봐요 배달이 좀 늦긴 했지만 그래도 전화하면 받으시고 응대도 괜찮았어서 다음부터는 감안해서 일찍 시킬게요!,"
맛
★
5
양
★
5
배달
★
5
"
"정말최악입니다
맛도 별로고요
배달은 만2시간을 넘겼어요
그리고 다 넘쳐서 왔네요","
맛
★
1
양
★
3
배달
★
1
"
배달은 살짝 늦었으나 바쁜날이었으니 이해합니당 마싯서요,"
맛
★
5
양
★
5
배달
★
5
"
맛있네요~~~~~~,"
맛
★
5
양
★
5
배달
★
5
"
아놔 아무리 한파에 춥다지만 눈이 와서 길이 미끄러운거도 아니고 비가오는 것도 아니고 할인쿠폰 남발하면서 혹하게 해서 시킨치킨!!  2시간 넘게 기다려서 치킨먹어보긴  처음입니다 아무리 맛있어도 다시는 안먹습니다 ㅠㅠ,"
맛
★
3
양
★
4
배달
★
1
"
"맛있습니다 한파+할인이라 좀 오래걸렸지만 그래도 맛있어요!!
(아무리 늦어도 장사하시는분 상식적으로 욕은 하지 맙시다)
사장님 화이팅하세요!","
맛
★
5
양
★
5
배달
★
5
"
배달이 30분 늦었습니다. 또한 배달기사님이 남의 집 앞에서 담배를 피우시네요. 그리고 1층에서 한동안 안 올라고시고 치킨 포장이 좀 찢어져있는데 아니겠죠..?? 저 부분이 찢어질 이유가 없을 텐데...,"
맛
★
4
양
★
3
배달
★
1
"
고추바사삭 맛있어요~!,"
맛
★
5
양
★
5
배달
★
5
"
개맛있어용 ㅇㅇㅇㅇ,"
맛
★
5
양
★
5
배달
★
5
"
"배달시간은 안내보다 많이 늦었지만
그래도 추운날 따뜻한 치킨을 먹어서 좋아요~
맛있어요!","
맛
★
5
양
★
5
배달
★
4
"
"장난하세요? 90분 걸린다고해도 기다렸는데 예상도착시간에도 오지도않고
감당 안되실것같으면 주문을 받지말던지
가게 전화도 안받고 장난합니까?
그냥 환불해주세요 진짜 최악이네요","
맛
★
1
양
★
1
배달
★
1
"
80~90 분 배달예상에 90분 예상이라고 떳는데도   배달 완료까지 2시간 30분 걸렷고 상자는 비가 안오는데도 젖어서 왓어요... 너무 오래걸릴거 같으면 주문 거절해주시면 좋겟어요... 맛은 있었어요,"
맛
★
5
양
★
4
배달
★
1
"
정말 맛있게 먹었어요. 단지 저녁 타임에는 바쁘셔서 배달이 많이 늦네요 ㅠㅠ 시스템상의 문제인지 모르겠지만 전화연결도 네 번 만에 되서 연결 전까지는 누락된 건지 어떻게 된 건지 알 수가 없어서 많이 답답했어요ㅠㅠ,"
맛
★
5
양
★
5
배달
★
3
"
"치킨은 엄청 맛있었는데, 포장 시간은 20분 늦게 나와서 많이 아쉽네요","
맛
★
5
양
★
5
배달
★
0
"
갈비맛 맛있어요♡♡♡♡♡,"
맛
★
5
양
★
5
배달
★
0
"
최애치킨입니당♡♡♡♡♡,"
맛
★
5
양
★
5
배달
★
0
"
2시간 15분만에 왔네요.. 한파라서 늦는것도 이해는하지만 너무늦어요..그리고 원래 콜라는 안오는건지?,"
맛
★
3
양
★
4
배달
★
3
"
맛은있으나 배달이 2시간...ㅠㅠ,"
맛
★
5
양
★
5
배달
★
1
"
"한시간 오십오분만에 배달은 좀 너무하는거
아닌가싶네요

매장응대나 요기요 지연시스템 대응이나
화가나네요

치킨도 다식었어요 휴

배달시키고 뭔가 억울하긴 첨이네요","
맛
★
1
양
★
1
배달
★
1
"
최고로 맛있어요♡♡♡♡♡,"
맛
★
5
양
★
5
배달
★
0
"
신도림점 맛있어요♡♡♡♡♡,"
맛
★
5
양
★
5
배달
★
0
"
맛있게 잘 먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
맛있어요!!!!맛있어요!!!!,"
맛
★
5
양
★
5
배달
★
5
"
맛있어요! 잘먹었습니다!,"
맛
★
5
양
★
5
배달
★
0
"
"순살로 먹을걸 그랬습니다
불금양념 맛있네요","
맛
★
5
양
★
5
배달
★
5
"
맛있어여 잘 먹겠ㅅ.ㅂ니다,"
맛
★
5
양
★
5
배달
★
0
"
굽네굽네굽네는 맛있당,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
"매운데 맛있습니다
날씨가 워낙 추워서 식는 바람에 전자렌지에 데워 먹었어요
이런 날씨에 배달 해주시고 감사합니다","
맛
★
5
양
★
5
배달
★
5
"
항상 포장으로 잘먹고있습니다!,"
맛
★
5
양
★
5
배달
★
0
"
생각보다 매콤해요.. 근데 배달이 너무 오래걸렸습니다.,"
맛
★
4
양
★
4
배달
★
3
"
"늦은밤 추운데 ,배달하시는분께 정말감사합니다.
맛있게  잘먹었습니다.","
맛
★
5
양
★
5
배달
★
5
"
"배달 좀 늦게 왔지만

잘 먹었습니다.","
맛
★
5
양
★
5
배달
★
5
"
포장인데 40분 넘게 여유있게 주문했는데 1시간 넘게 걸려서  픽업했습니다.  맛은 좋아요.,"
맛
★
5
양
★
5
배달
★
0
"
포장 주문 시간이  오래 걸리긴 했지만  맛있게 먹었습니다,"
맛
★
5
양
★
5
배달
★
0
"
맛있게 잘 먹었습니다!,"
맛
★
5
양
★
5
배달
★
5
"
배달이 예상시간보다 30분 더걸렸어요 전화해서 사정을 듣긷했지만 치킨이 다 식어서 왔네요.,"
맛
★
3
양
★
4
배달
★
1
"
잘 먹었어요! 항상 맛있어요!,"
맛
★
5
양
★
5
배달
★
5
"
맛있습니다 감사합니다,"
맛
★
5
양
★
5
배달
★
0
"
주문 후 배달예상시간 90분이 찍히길래 주문량이 많나보다 하고 기다렸습니다 그런데 배달예상시간보다 10분가량 일찍 도착해서 기분좋게 상자를 열었는데 열기가 전혀 느껴지지 않더군요 아니나 다를까 치킨이 식어서 미지근한 상태가 되었더군요 바깥이 추운 날씨라 그런건지 이곳저곳 배달하다 오신건지 차가 막혔는지는 모르지만 별로 좋은 기분은 아니었습니다 다음에 주문하게 되면 따뜻한 치킨을 받고 싶네요,"
맛
★
3
양
★
5
배달
★
3
"
고추바사삭  맛있어요,"
맛
★
5
양
★
5
배달
★
5
"
맛있어요 좋아요~~^^,"
맛
★
5
양
★
5
배달
★
0
"
너무많이 기다려서 사진도 못찍었어요,"
맛
★
5
양
★
4
배달
★
4
"
이브인거 감안해서 2시간 기다렸는데.. 3시간째 기다리는중 취소라도 되게끔 전화라도 주시죠 전화는 안받고..,"
맛
★
1
양
★
1
배달
★
1
"
15조각 주시던데 인터넷이 쳐보니깐 평균 20조각더라구요 전화하니깐 이상 없다고 하시는데 할말이 없습니다 소스 추가했는데 안주셔서 계좌번호 드렸구요 평점 낮은데는 이유가 있나보네요,"
맛
★
4
양
★
1
배달
★
1
"
맛있어요,"
맛
★
5
양
★
5
배달
★
5
"
이브라그런지 배달이많이늦얼네요,"
맛
★
5
양
★
3
배달
★
1
"
"바쁜건 알지만...제가 주문한 것이 오지 않아서..매장에 전화했는데..연락도 안되고 해서 여기에 적습니다.

보시면 연락주세요.

제가 구입한대로 배달이 안 되었어요.*","
맛
★
5
양
★
4
배달
★
2
"
맛있었어요 다음에도 시킬게요 ㅎㅎ,"
맛
★
5
양
★
5
배달
★
0
"
맛있었어요 다음번에도 시킬게요,"
맛
★
5
양
★
5
배달
★
0
"
대존맛탱 깔깔깔깔깔,"
맛
★
5
양
★
5
배달
★
5
"
대존맛탱 깔깔깔깔깔,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
이미 입으로 다 흡입해벌임;;,"
맛
★
5
양
★
5
배달
★
5
"
잘먹었습니다 감사합니다,"
맛
★
5
양
★
5
배달
★
5
"
혹시 고추바사삭은 다리부위가 한개밖에 없는건가요??  두번째라..,"
맛
★
5
양
★
3
배달
★
2
"
잘 먹었습니다 ~~~ 번창하세요,"
맛
★
5
양
★
5
배달
★
5
"
배달도 빠르고 맛있습니다,"
맛
★
5
양
★
5
배달
★
5
"
준비 잘 해주시고 괜찮네영,"
맛
★
4
양
★
4
배달
★
0
"
담백하고 넘 맛나요~,"
맛
★
5
양
★
5
배달
★
0
"
잘먹었습니다 또 주문 할게요!,"
맛
★
5
양
★
5
배달
★
5
"
좋아요,"
맛
★
5
양
★
5
배달
★
5
"
"맛있어요 
근데 고추바사삭 순살은 왜 메뉴에 없나요?","
맛
★
5
양
★
5
배달
★
5
"
"맛잇어요
버터갈릭소스가안뿌려왓지만
그래도맛잇엇어요","
맛
★
5
양
★
5
배달
★
5
"
"치킨 촉촉 바삭하니 맛있게 먹었고요.
피자도 잘 먹었습니다.","
맛
★
5
양
★
5
배달
★
5
"
"리뷰 봤어야했는데 안보고 시켰더니..
배달시간 한시간 걸린다고 해놓고 1시간30분만에 겨우 받음
언제쯤 받으려나 40분정도 지나서 전화했더니 10분뒤에 치킨나온다고함.
50분에 대행 콜 올렸다고치고 한시간 됐을 때 출발했냐 물어봤는데 대행배차가 안된다고 함.
늦으면 미리 연락을 주는게 예의 아닌가요?
처음에 받은 남자는 미안하다는 말 절대 안하고
출발할 때 전화받은 남자분만 친절했네요.
음식 나온지 오래지나서 박스 눅눅해지고 다 식어서 왔음
취소하려다 겨우 참았는데 여기지점 절대 안 시킴","
맛
★
1
양
★
1
배달
★
1
"
맛잇게 먹었어요. 좋아요,"
맛
★
5
양
★
5
배달
★
5
"
역시 맛있네용.. 굳굳,"
맛
★
5
양
★
5
배달
★
5
"
맛잇고 빠르고 좋습니다,"
맛
★
5
양
★
5
배달
★
5
"
맛있고친절하고배달빠름,"
맛
★
5
양
★
5
배달
★
5
"
맛도 소스도 양도 최고,"
맛
★
5
양
★
5
배달
★
5
"
감사합니다 잘먹었어오,"
맛
★
5
양
★
5
배달
★
3
"
3시간 가까이 기다려서 받았습니다 예상대기시간 1시간을 훌쩍 넘겼지만 맛이라도 괜찮으면 바빠서 그러려니 하려했지만 치킨이 너무 질기고 뻑뻑해서 정말 재앙이었습니다,"
맛
★
1
양
★
2
배달
★
1
"
맛있게 잘 먹었습니다!,"
맛
★
5
양
★
5
배달
★
4
"
바삭바삭 너무 맛있ㅇ니요~,"
맛
★
5
양
★
5
배달
★
5
"
70분걸린대서 배고픈데 힘들게 기다렸건만 100분넘게걸림 가까운데 음식도 다 식어서옴... 아무리 이벤트라지만 거의 2시간이 걸리는건 너무한듯 70분 넘어서 전화하니까 아직도 출발안했다고... ㅋㅋ,"
맛
★
3
양
★
4
배달
★
1
"
"포장했는데 친절하시구 넘 맛있어요
사진찍는것을 깜박...맨날먹고싶어용👍","
맛
★
5
양
★
5
배달
★
0
"
"양이 매우적음 본사 정량이겠지 하고먹음
배달 매우 느림 정말 매우매우느림
맛 다 식어서 와서 그냥 닭고기인것만 알겠음","
맛
★
1
양
★
1
배달
★
1
"
"오자마자 찍은건데.. 오늘비도 눈도 안왔는데.....
배달상태가 매우 별로네요","
맛
★
4
양
★
4
배달
★
1
"
역시 치킨은 굽네군요,"
맛
★
5
양
★
5
배달
★
4
"
맛있습니당 역시 굽네는 순살,"
맛
★
5
양
★
5
배달
★
0
"
두끼만에 다 먹어버렸네요,"
맛
★
5
양
★
5
배달
★
5
"
바싹하니 맛있게 잘 먹었습니다.,"
맛
★
4
양
★
4
배달
★
4
"
배달 두시간 걸리고 온것도 다 식어서 왔어요,"
맛
★
1
양
★
1
배달
★
1
"
진짜 최악이네 배달 2시간째안와서 전화하니까 이제 간다고???심지어 죄송하단 말한마디 안하네 고객을 호구로아는건가 배짱장사하는건가?,"
맛
★
1
양
★
1
배달
★
1
"
갈릭소스 없는 상태로 왔어요… 잘못 시킨줄 알고 확인도 해봤는데…원래 이런건줄 ㅠ,"
맛
★
2
양
★
3
배달
★
3
"
"주문한지 2시간 지나서야 찾아온 아이스 치킨

늦은건 신경 안쓰는데 중간에 눈사람이랑 눈싸움이라도 한바탕 하고 온 모양인지 치킨의 온도가 전부 식어버림

이 치킨이 아이스치킨이 된건 가게의 책임이 아닐것도 확실하고 에어프라이어로 데워먹으면 괜찮으니 별은 5점으로 두지만

이 아이스 치킨이 왜 아이스치킨이 된지 최대한 빠른 시일 내에 파악하고 시정했으면 좋겠습니다","
맛
★
5
양
★
5
배달
★
1
"
3시간걸려서 먹었습니다 다신 이런일없도록 주의부탁드맂니다,"
맛
★
4
양
★
5
배달
★
1
"
"피자는 식어서 왔고
콜라는 큰게 안오고 작은게 와서 전화해서 콜라 갖다 달라고 했더니 3시간이 지났는데 아예 올 생각이 없네요?
정말 실망이 크고 어처구니가 없습니다. 번창하세요","
맛
★
1
양
★
1
배달
★
1
"
"19시 55분에 시켜서 지금까지 배달이 안왔는데
어차피 치킨은 맛있겠지 하고 리뷰 미리 남겨놓습니다

다음부턴 저녁으로 치킨 시킬때 해 지기전에 시켜야겠어요","
맛
★
5
양
★
5
배달
★
1
"
"6시반 주문 8시도착 예상시간이였는데  9시도착
가게 전화연결도 안되고 고객센터도 소통도 잘 안되구","
맛
★
3
양
★
3
배달
★
1
"
"식어서 옴
거리가 있으면 주문을 받지 마시지
주문후 2시간 되어서 왔음
매장 전화 안받음 
*비추임*","
맛
★
1
양
★
1
배달
★
1
"
치킨이 완전 다 식어서 2시간만에 왔어요.  도착예정시간을 한참 넘겨도 연락도 없고..왜 안오냐고 2번이나 전화해서 겨우 받았습니다 ㅜㅜ,"
맛
★
2
양
★
1
배달
★
1
"
"주문한지 한시간만에 도착한치킨
다 식어빠져서 맛이없네요..배달업 써서 돌고 도는건 알지만 웬만큼 돌다 오셔야지..소상공인 장사 어렵다고 하지만 시키는 사람은 이걸 이해해야하는건지원..짜증나네요","
맛
★
1
양
★
1
배달
★
1
"
"치킨무는 원래 없는건가요ㅡㅡ
서비스콜라 없는건 그렇다쳐도 치킨무까지 없는건..","
맛
★
3
양
★
3
배달
★
4
"
신메뉴 잘 먹었습니다!,"
맛
★
5
양
★
5
배달
★
0
"
150분만에 도착했습니다. 상자 다젖어있는건 기본이고 안에 고기 식어서 데워먹는데 맛 드럽게없네요 집주위에 다 요기요 등록 없어졌는지 여기밖에 안남아서 리뷰 평 안좋은데도 불구하고 시켰는데 요청사항 소스 고블링 안먹는다했는데도 넣어주시고 고기 보관도 잘 못하셨는지 맛 진짜 짜증나네요 먹기전에 전화하려다가 그냥 먹었는데 리뷰는 있는 그대로 남깁니다,"
맛
★
1
양
★
1
배달
★
1
"
개짜증나내 95분째 안오는데 언제옴?,"
맛
★
1
양
★
1
배달
★
1
"
고추바사삭은 사랑이쥬~,"
맛
★
5
양
★
5
배달
★
5
"
아이가 엄청 좋아해요,"
맛
★
5
양
★
4
배달
★
5
"
"지점마다 맛이약간씩 다른데
고추바사삭만 먹는 아들이 찜했답니다~","
맛
★
5
양
★
5
배달
★
5
"
고추바사삭 순살 너무 맛있어요,"
맛
★
5
양
★
5
배달
★
5
"
"역시 굽네군요..잘먹었습니다 
꺼~억","
맛
★
5
양
★
5
배달
★
5
"
잘먹었습니다 또 주문할게요!,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었습니다,"
맛
★
5
양
★
5
배달
★
5
"
"고추바사삭 진짜 꽝.바사삭한것1도안되요.
완전 눈눅해서오고 이걸돈주고 시켜먹는사람은 완전 바보네요.
진짜 실망 다버렸어요.
점주님 굽네치킨은 다음부터는 절대 안시킵니다.돈이너무아깝네요.","
맛
★
1
양
★
4
배달
★
4
"
맛있게 잘 먹었습니다 또 주문할게요,"
맛
★
5
양
★
5
배달
★
5
"
"주말 이라해도 배달 70분 가까이 걸린다는 치킨 
주문한지 2시간 다 되서 배달 왔구요
습기차고 치킨은 눅눅해져 있고박스 다찢어지고
치킨은 덜구어져서 왔네요
소스는 2개와야 하는거 아닌가요?하나 덜왔습니다
덤을 더 주는게 아니라 덜어 내시네요
후기 안보거 주문한 제 탓이네요","
맛
★
1
양
★
1
배달
★
1
"
배달은 늦어서 1시간 걸림  맛은굿,"
맛
★
5
양
★
5
배달
★
3
"
배달은 늦지만 맛있어요,"
맛
★
5
양
★
5
배달
★
1
"
"고추바사삭과 피자조합이 맛을 더 깊이있게 해주네요.
맛있습니다.","
맛
★
5
양
★
5
배달
★
5
"
오늘도 맛있었어요!,"
맛
★
5
양
★
5
배달
★
5
"
맛있게 잘 먹었습니다~^^,"
맛
★
5
양
★
5
배달
★
4
"
배달이 1 시간 50 분 ....   한시간 후에 전화해서 10 분내에 도착해요  하고도  40 분 ..  배달은 시간 약속 입니다,"
맛
★
3
양
★
5
배달
★
1
"
굿.,"
맛
★
5
양
★
5
배달
★
5
"
"고객셈터에서도 얘기할정도로 불친절에 끝을보여주네요.
배달도 2시간만에 와서 음식도 다식고 다시는 시켜먹지말아야겠습니다.","
맛
★
1
양
★
1
배달
★
1
"
"배달예정시간은 지나서 왔는데, 치킨은 너무 잘 익었네요ᆢ 맛있어요^^
실수로 주소를 다른곳으로 했는데 바로 전화드리니 변경해서 잘 보내주셨어요 감사해요","
맛
★
5
양
★
5
배달
★
4
"
맛있게 잘 먹었습니다.,"
맛
★
5
양
★
5
배달
★
5
"
"배달이 지연되면 연락을 해주셔야지..
진짜 와..  피자가 식어서 오는 지점은 처음이네요.

다시주문하기 싫을정도입니다.

피자한입 먹자마자 딱딱하고..  최악입니다","
맛
★
3
양
★
4
배달
★
1
"
맛있게잘먹었습니다 ~~~^^,"
맛
★
5
양
★
5
배달
★
5
"
소문대로 맛있어요^^,"
맛
★
5
양
★
5
배달
★
5
"
"너무 맛있게 잘먹었습니다
순살이 진리인거같아요 보드라웠습니다","
맛
★
5
양
★
5
배달
★
5
"
"굽네 오리지날 맛있어요. 

자극적이지 않고, 집에서 29개월 아가랑 같이 먹어도 부담이 없었어요!","
맛
★
5
양
★
5
배달
★
3
"
